5 5 -0.000067 0.000067
5 15 -0.000174 0.000566
5 25 -0.000130 0.001152
5 35 -0.000012 0.001409
5 45 0.000101 0.001220
5 55 0.000162 0.000704
5 65 0.000164 0.000075
5 75 0.000125 -0.000473
5 85 0.000068 -0.000832
5 95 0.000015 -0.000978
5 105 -0.000023 -0.000953
5 115 -0.000043 -0.000819
5 125 -0.000048 -0.000640
5 135 -0.000044 -0.000463
5 145 -0.000035 -0.000312
5 155 -0.000025 -0.000198
5 165 -0.000017 -0.000119
5 175 -0.000010 -0.000067
5 185 -0.000006 -0.000036
5 195 -0.000003 -0.000019
5 205 -0.000002 -0.000009
5 215 -0.000001 -0.000004
5 225 -0.000000 -0.000002
5 235 -0.000000 -0.000001
5 245 -0.000000 -0.000000
5 255 -0.000000 -0.000000
5 265 -0.000000 -0.000000
5 275 -0.000000 -0.000000
5 285 -0.000000 -0.000000
5 295 -0.000000 -0.000000
5 305 -0.000000 -0.000000
5 315 -0.000000 -0.000000
15 5 -0.000611 0.000212
15 15 -0.001188 0.001373
15 25 -0.000819 0.002525
15 35 0.000028 0.002871
15 45 0.000813 0.002235
15 55 0.001220 0.000932
15 65 0.001200 -0.000538
15 75 0.000883 -0.001749
15 85 0.000452 -0.002477
15 95 0.000058 -0.002700
15 105 -0.000217 -0.002529
15 115 -0.000357 -0.002125
15 125 -0.000387 -0.001637
15 135 -0.000346 -0.001171
15 145 -0.000274 -0.000784
15 155 -0.000197 -0.000495
15 165 -0.000131 -0.000295
15 175 -0.000081 -0.000167
15 185 -0.000048 -0.000090
15 195 -0.000026 -0.000046
15 205 -0.000014 -0.000022
15 215 -0.000007 -0.000010
15 225 -0.000003 -0.000005
15 235 -0.000001 -0.000002
15 245 -0.000001 -0.000001
15 255 -0.000000 -0.000000
15 265 -0.000000 -0.000000
15 275 -0.000000 -0.000000
15 285 -0.000000 -0.000000
15 295 -0.000000 -0.000000
15 305 -0.000000 -0.000000
15 315 -0.000000 -0.000000
25 5 -0.001600 0.000330
25 15 -0.002793 0.002057
25 25 -0.001681 0.003513
25 35 0.000449 0.003550
25 45 0.002286 0.002117
25 55 0.003120 -0.000131
25 65 0.002910 -0.002380
25 75 0.002019 -0.004037
25 85 0.000910 -0.004858
25 95 -0.000060 -0.004897
25 105 -0.000709 -0.004375
25 115 -0.001015 -0.003560
25 125 -0.001049 -0.002680
25 135 -0.000917 -0.001884
25 145 -0.000715 -0.001245
25 155 -0.000510 -0.000777
25 165 -0.000337 -0.000459
25 175 -0.000208 -0.000258
25 185 -0.000121 -0.000138
25 195 -0.000067 -0.000070
25 205 -0.000035 -0.000034
25 215 -0.000017 -0.000016
25 225 -0.000008 -0.000007
25 235 -0.000004 -0.000003
25 245 -0.000002 -0.000001
25 255 -0.000001 -0.000001
25 265 -0.000000 -0.000000
25 275 -0.000000 -0.000000
25 285 -0.000000 -0.000000
25 295 -0.000000 -0.000000
25 305 -0.000000 -0.000000
25 315 -0.000000 -0.000000
35 5 -0.003082 0.000496
35 15 -0.004938 0.002904
35 25 -0.002346 0.004419
35 35 0.001802 0.003504
35 45 0.004983 0.000550
35 55 0.006079 -0.003144
35 65 0.005250 -0.006335
35 75 0.003309 -0.008306
35 85 0.001140 -0.008909
35 95 -0.000637 -0.008386
35 105 -0.001748 -0.007154
35 115 -0.002202 -0.005630
35 125 -0.002162 -0.004132
35 135 -0.001836 -0.002848
35 145 -0.001406 -0.001852
35 155 -0.000989 -0.001141
35 165 -0.000648 -0.000668
35 175 -0.000397 -0.000372
35 185 -0.000230 -0.000197
35 195 -0.000126 -0.000100
35 205 -0.000065 -0.000049
35 215 -0.000032 -0.000023
35 225 -0.000015 -0.000010
35 235 -0.000007 -0.000004
35 245 -0.000003 -0.000002
35 255 -0.000001 -0.000001
35 265 -0.000000 -0.000000
35 275 -0.000000 -0.000000
35 285 -0.000000 -0.000000
35 295 -0.000000 -0.000000
35 305 -0.000000 -0.000000
35 315 -0.000000 -0.000000
45 5 -0.005280 0.000751
45 15 -0.007504 0.003910
45 25 -0.002035 0.004699
45 35 0.005130 0.001470
45 45 0.009716 -0.004212
45 55 0.010443 -0.009969
45 65 0.008131 -0.014103
45 75 0.004382 -0.015965
45 85 0.000649 -0.015721
45 95 -0.002170 -0.013975
45 105 -0.003768 -0.011440
45 115 -0.004259 -0.008726
45 125 -0.003973 -0.006250
45 135 -0.003274 -0.004225
45 145 -0.002455 -0.002706
45 155 -0.001702 -0.001646
45 165 -0.001102 -0.000953
45 175 -0.000671 -0.000527
45 185 -0.000385 -0.000278
45 195 -0.000210 -0.000140
45 205 -0.000108 -0.000068
45 215 -0.000053 -0.000032
45 225 -0.000025 -0.000014
45 235 -0.000011 -0.000006
45 245 -0.000005 -0.000003
45 255 -0.000002 -0.000001
45 265 -0.000001 -0.000001
45 275 -0.000000 -0.000000
45 285 -0.000000 -0.000000
45 295 -0.000000 -0.000000
45 305 -0.000000 -0.000000
45 315 -0.000000 -0.000000
55 5 -0.008461 0.001108
55 15 -0.009712 0.004524
55 25 0.001148 0.002306
55 35 0.012258 -0.005897
55 45 0.017449 -0.015892
55 55 0.016254 -0.023938
55 65 0.010973 -0.028291
55 75 0.004368 -0.028879
55 85 -0.001477 -0.026550
55 95 -0.005479 -0.022472
55 105 -0.007429 -0.017734
55 115 -0.007684 -0.013152
55 125 -0.006835 -0.009213
55 135 -0.005466 -0.006119
55 145 -0.004014 -0.003864
55 155 -0.002741 -0.002324
55 165 -0.001754 -0.001334
55 175 -0.001058 -0.000732
55 185 -0.000603 -0.000385
55 195 -0.000326 -0.000194
55 205 -0.000168 -0.000095
55 215 -0.000082 -0.000045
55 225 -0.000039 -0.000021
55 235 -0.000017 -0.000010
55 245 -0.000008 -0.000004
55 255 -0.000003 -0.000002
55 265 -0.000001 -0.000001
55 275 -0.000001 -0.000001
55 285 -0.000000 -0.000000
55 295 -0.000000 -0.000000
55 305 -0.000000 -0.000000
55 315 -0.000000 -0.000000
65 5 -0.012654 0.001508
65 15 -0.008686 0.002616
65 25 0.011326 -0.008389
65 35 0.025726 -0.025823
65 45 0.028551 -0.041077
65 55 0.022432 -0.050025
65 65 0.012084 -0.052249
65 75 0.001518 -0.049134
65 85 -0.006769 -0.042621
65 95 -0.011780 -0.034560
65 105 -0.013642 -0.026400
65 115 -0.013122 -0.019092
65 125 -0.011185 -0.013113
65 135 -0.008695 -0.008574
65 145 -0.006259 -0.005347
65 155 -0.004211 -0.003186
65 165 -0.002665 -0.001817
65 175 -0.001593 -0.000993
65 185 -0.000902 -0.000522
65 195 -0.000486 -0.000265
65 205 -0.000249 -0.000131
65 215 -0.000122 -0.000064
65 225 -0.000058 -0.000031
65 235 -0.000026 -0.000015
65 245 -0.000012 -0.000008
65 255 -0.000005 -0.000004
65 265 -0.000002 -0.000002
65 275 -0.000001 -0.000001
65 285 -0.000001 -0.000001
65 295 -0.000000 -0.000000
65 305 -0.000000 -0.000000
65 315 -0.000000 -0.000000
75 5 -0.016491 0.001478
75 15 0.004482 -0.009800
75 25 0.035724 -0.041964
75 35 0.047008 -0.072051
75 45 0.040761 -0.089482
75 55 0.025420 -0.094144
75 65 0.007966 -0.089241
75 75 -0.007076 -0.078384
75 85 -0.017445 -0.064687
75 95 -0.022675 -0.050529
75 105 -0.023513 -0.037513
75 115 -0.021309 -0.026536
75 125 -0.017498 -0.017915
75 135 -0.013258 -0.011559
75 145 -0.009368 -0.007137
75 155 -0.006216 -0.004223
75 165 -0.003892 -0.002400
75 175 -0.002308 -0.001313
75 185 -0.001300 -0.000695
75 195 -0.000697 -0.000359
75 205 -0.000358 -0.000182
75 215 -0.000176 -0.000093
75 225 -0.000084 -0.000048
75 235 -0.000039 -0.000026
75 245 -0.000018 -0.000015
75 255 -0.000009 -0.000008
75 265 -0.000004 -0.000005
75 275 -0.000002 -0.000003
75 285 -0.000001 -0.000002
75 295 -0.000001 -0.000001
75 305 -0.000000 -0.000000
75 315 -0.000000 -0.000000
85 5 -0.009659 -0.003178
85 15 0.053234 -0.065659
85 25 0.079388 -0.131926
85 35 0.070051 -0.164777
